started,wait,duration,text

11:52AM askandyver2@chat.libraryh3lp.com: But as the semester has not yet started, perhaps your professor hasn't gotten around to it.

11:52AM askandyver2@chat.libraryh3lp.com: yet.

11:52AM 54678497567156336833896308@web.libraryh3lp.com: Okay, thank you very much.

11:52AM 54678497567156336833896308@web.libraryh3lp.com: That was extremely helpful.

11:53AM askandyver2@chat.libraryh3lp.com: You're very welcome.

"

10/30/15 12:40,0:00:20,0:06:37,"12:40PM 24023079097811561828821489@web.libraryh3lp.com: Hi, I've located a book that I would like to check out. Call number states it is located at the stacks at the Software Engineering Institute, but when I look up that building's library it only references a digital (not physical) library... Where may I go to locate this book?

12:40PM askandyver2@chat.libraryh3lp.com: hi

12:41PM askandyver2@chat.libraryh3lp.com: can you give me the title of the book so I can check the record and see what it says?

12:41PM 24023079097811561828821489@web.libraryh3lp.com: Franklin Toker: 

12:41PM 24023079097811561828821489@web.libraryh3lp.com: Pittsburgh: an urban portrait

12:41PM 24023079097811561828821489@web.libraryh3lp.com: F159 .P63 T65

12:42PM askandyver2@chat.libraryh3lp.com: Thx-just a sec.  BTW, there is a physical libray in the SEI.  BRB.

12:42PM 24023079097811561828821489@web.libraryh3lp.com: other copies at hunt are either reference only or appear to be out

12:44PM askandyver2@chat.libraryh3lp.com: OK.  There is a paper copy at the SEI Library.  Hunt Library is supposed to have 3 copies.  The Hunt 4th floor reference copy is missing.  There should be a copy on the 2nd floor, and also a copy on the 4th floor.

12:45PM 24023079097811561828821489@web.libraryh3lp.com: arent' the copies on second and fourth floor reference, or may they be checked out (i'm faculty, if that makes a difference)

12:46PM askandyver2@chat.libraryh3lp.com: No, copies on the 2nd and 4th floors are circulating copies.  Only reference copies are non-circulating.  And status doesn't really make a difference.

12:47PM 24023079097811561828821489@web.libraryh3lp.com: OK thank you!

12:47PM askandyver2@chat.libraryh3lp.com: You're very welcome!

"

10/26/15 15:27,0:00:15,0:06:45,"15:27PM 34399957463517613028581280@web.libraryh3lp.com: Hi, do you know where I can find Chinese data? Like China Year Book?

15:27PM askandyver2@chat.libraryh3lp.com: hi-just a minute

15:28PM askandyver2@chat.libraryh3lp.com: http://eng.stat.gov.tw/lp.asp?ctNode=2815&CtUnit=1072&BaseDSD=36

15:28PM askandyver2@chat.libraryh3lp.com: We also have paper copy in the Hunt Reference room http://search.library.cmu.edu/vufind/Record/434217

15:29PM 34399957463517613028581280@web.libraryh3lp.com: Thank you!

15:29PM askandyver2@chat.libraryh3lp.com: You're welcome!

15:30PM 34399957463517613028581280@web.libraryh3lp.com: Sorry, I wanted the Republic of China, not Taiwan. I think this is Taiwan data right?

15:31PM 34399957463517613028581280@web.libraryh3lp.com: People's Republic of China

15:32PM askandyver2@chat.libraryh3lp.com: http://www.stats.gov.cn/english/

15:33PM 34399957463517613028581280@web.libraryh3lp.com: Oh okay, yeah I think this is the official gov website. I was thinking maybe our library might have more detailed version. But that's okay, Thanks a lot!

15:33PM askandyver2@chat.libraryh3lp.com: No, we don't - nothing that would be current.

15:34PM askandyver2@chat.libraryh3lp.com: You're welcome!

15:34PM 34399957463517613028581280@web.libraryh3lp.com: okay. :)

"

8/19/16 16:22,0:00:11,0:07:07,"16:23PM 82303793003519107568838913@web.libraryh3lp.com: nobody answers the reference desk phone number. anybody home?

16:23PM askandyver2@chat.libraryh3lp.com: What number are you calling?

16:24PM askandyver2@chat.libraryh3lp.com: How can I help you?

16:24PM 82303793003519107568838913@web.libraryh3lp.com: moving on. does the CMU library system subscribe to the Wall Street Journal online still? If so, what's the url

16:24PM askandyver2@chat.libraryh3lp.com: Yes, it does. Do you want current issues?

16:25PM 82303793003519107568838913@web.libraryh3lp.com: online means daily. this is for my students. I get it in paper and online via my personal subscription. you do not seem to have a listing for the daily online publication in your wonderful catalog. 

16:26PM 82303793003519107568838913@web.libraryh3lp.com: http://www.wsj.com/ is the general portal; what are the CMU credentials?

16:27PM askandyver2@chat.libraryh3lp.com: If you go to the Research Databases list, you will find a link to the full-text Wall Street Journal which is available through ProQuest. http://guides.library.cmu.edu/az.php?a=w

16:27PM askandyver2@chat.libraryh3lp.com: Unfortunately, it's not as nice as the real WSJ interface.

16:28PM 82303793003519107568838913@web.libraryh3lp.com: If you enter Wall Street Journal into your Search and Find, what you describe does NOT come up. Obscurantism is hardly patron friendly...

16:29PM 82303793003519107568838913@web.libraryh3lp.com: bye

16:29PM askandyver2@chat.libraryh3lp.com: I will send your comments along.

16:30PM 82303793003519107568838913@web.libraryh3lp.com: That's pointless of course. Bye

"

11/12/15 16:40,0:00:18,0:07:07,"16:40PM 67563580472890836118704667@web.libraryh3lp.com: Hi

16:41PM 67563580472890836118704667@web.libraryh3lp.com: I cannot find articles on the library page

16:41PM askandyver2@chat.libraryh3lp.com: Hi.

16:41PM askandyver2@chat.libraryh3lp.com: Tell me a little bit about the types of articles that you are looking for and I think I should be able to help.

16:42PM 67563580472890836118704667@web.libraryh3lp.com: I am writing a research paper about SAT test

16:42PM 67563580472890836118704667@web.libraryh3lp.com: so I typed in SAT test

16:43PM askandyver2@chat.libraryh3lp.com: Okay. In the search box that we put in kind of the center of the library's home page has an ""Everything"" search ... is that where?

16:43PM 67563580472890836118704667@web.libraryh3lp.com: yeh

16:44PM 67563580472890836118704667@web.libraryh3lp.com: I typed there

16:44PM askandyver2@chat.libraryh3lp.com: And your results are kind of a split screen of results right?

16:44PM askandyver2@chat.libraryh3lp.com: CAMEO Library Catalog on the left and Articles & More on the right?

16:47PM askandyver2@chat.libraryh3lp.com: Articles & More will lead you to a very large number of articles on the SAT test.  I was thinking that you mean the Scholastic Aptitude Test ... right?

16:48PM 67563580472890836118704667@web.libraryh3lp.com: yes

16:48PM 67563580472890836118704667@web.libraryh3lp.com: I got it

16:48PM 67563580472890836118704667@web.libraryh3lp.com: Thank you

"

2/23/16 12:29,0:00:10,0:07:09,"12:29PM 00654383071694929812801612@web.libraryh3lp.com: Hi, I want to get this article: Octree-based heuristic algorithm for 3-D packing. I tried using ILLiad but my request was canceled. Can you hel?

12:29PM 00654383071694929812801612@web.libraryh3lp.com: *help

12:29PM askandyver2@chat.libraryh3lp.com: hi

12:29PM askandyver2@chat.libraryh3lp.com: Did you get a reason for the request being cancelled?

12:30PM 00654383071694929812801612@web.libraryh3lp.com: ""The book or journal is in offsite storage.  Go to Cameo & request the item be retrieved from storage & delivered to your pick up library. The call number is TA174 .D462A 1994 VOL. 1/2.""

12:30PM 00654383071694929812801612@web.libraryh3lp.com: but I can;t find it in Cameo with the given call number

12:30PM askandyver2@chat.libraryh3lp.com: oh-it was cancelled because we have it.  Give me a minute and I'll give you a link to the record.

12:31PM 00654383071694929812801612@web.libraryh3lp.com: ok thanks

12:34PM askandyver2@chat.libraryh3lp.com: http://vufind.library.cmu.edu/vufind/Record/467641

12:34PM askandyver2@chat.libraryh3lp.com: You want 1994 vols. 1 and 2 of this record.  Click on ""Place a hold"" to get it from offsite.  You'll get an email when it's available for you to pick up.

12:36PM 00654383071694929812801612@web.libraryh3lp.com: great! Thanks!

12:36PM 00654383071694929812801612@web.libraryh3lp.com: Good bye!

12:36PM askandyver2@chat.libraryh3lp.com: You're welcome! :-)

"

12/13/16 10:02,0:00:40,0:07:09,"10:02AM 89227214625355180806045518@web.libraryh3lp.com: how do i check out an ebook?  every time I add to my cart there is no option to actually ""reserve""

10:02AM askandyver2@chat.libraryh3lp.com: ebooks don't usually get checked out .. 

10:03AM 89227214625355180806045518@web.libraryh3lp.com: oh ok well then how do i go about reading or getting access to an ebook?

10:04AM askandyver2@chat.libraryh3lp.com: you just click on the link and enter your Andrew ID

10:04AM askandyver2@chat.libraryh3lp.com: do you have a title

10:04AM 89227214625355180806045518@web.libraryh3lp.com: yes....""Data Smart""

10:04AM askandyver2@chat.libraryh3lp.com: ok .. so when you go to the library catalog record .. do you see a link?

10:05AM 89227214625355180806045518@web.libraryh3lp.com: i do not....the only ""link"" i have is the ability to click on the title but nothing else

10:06AM askandyver2@chat.libraryh3lp.com: wait .. data smart is NOT an ebook .. it is print and only available at the Qatar library

10:06AM askandyver2@chat.libraryh3lp.com: nevermind .. found the ebook

10:06AM askandyver2@chat.libraryh3lp.com: you mean this? http://vufind.library.cmu.edu/vufind/Record/1515856

10:07AM 89227214625355180806045518@web.libraryh3lp.com: yes that is what i am looking at

10:07AM askandyver2@chat.libraryh3lp.com: that's a one user at a time .. try the second copy here - http://vufind.library.cmu.edu/vufind/Record/1724289

10:08AM askandyver2@chat.libraryh3lp.com: then click on connect to this resource .. then on the right click ""start reading""

10:08AM 89227214625355180806045518@web.libraryh3lp.com: ok great thank you!....so I just need to make sure I have the ability to click on ""connect to this resource online"" for any ebook i find?

10:09AM askandyver2@chat.libraryh3lp.com: every ebook is different unfortunately .. but generally yes. you look for a link to click on

10:09AM askandyver2@chat.libraryh3lp.com: some go to the book 

10:09AM askandyver2@chat.libraryh3lp.com: some take you to chapters

10:09AM 89227214625355180806045518@web.libraryh3lp.com: ok good to know....thank you for the help!

10:09AM askandyver2@chat.libraryh3lp.com: depends on the publisher's interface

10:09AM askandyver2@chat.libraryh3lp.com: :)

10:09AM askandyver2@chat.libraryh3lp.com: anything else I can help with?

10:09AM 89227214625355180806045518@web.libraryh3lp.com: no thanks I am good now

10:10AM 89227214625355180806045518@web.libraryh3lp.com: have a nice day

10:10AM askandyver2@chat.libraryh3lp.com: have a great day

"

2/8/17 13:33,0:00:11,0:07:10,"13:33PM 89180222853017502361143928@web.libraryh3lp.com: Hi, I want to get ""Good Analytical Research"" . http://www.tandfonline.com/doi/abs/10.1080/09638180.2011.559030

13:33PM 89180222853017502361143928@web.libraryh3lp.com: Can I get the paper? Thanks!

13:33PM askandyver2@chat.libraryh3lp.com: hi

13:33PM askandyver2@chat.libraryh3lp.com: are you on campus?

13:34PM 89180222853017502361143928@web.libraryh3lp.com: Yes

13:34PM askandyver2@chat.libraryh3lp.com: ok .. let me check to see if we have access to this article .. but so far it looks like you have to place an interlibrary loan for it

13:35PM 89180222853017502361143928@web.libraryh3lp.com: I'll wait!

13:35PM askandyver2@chat.libraryh3lp.com: it looks like we have access to it... did you go through the ejournals link?

13:36PM 89180222853017502361143928@web.libraryh3lp.com: Yes.. but I couldn't get it

13:36PM 89180222853017502361143928@web.libraryh3lp.com: Maybe I don't know how to do

13:36PM askandyver2@chat.libraryh3lp.com: ok .. so go to eJournals and type the journal name ""European Accounting Review""

13:37PM askandyver2@chat.libraryh3lp.com: you'll see access is available via Business Source Premier

13:38PM askandyver2@chat.libraryh3lp.com: Click on it, then on the right, choose 2011, then issue 1.  The article should be 4th or so

13:38PM 89180222853017502361143928@web.libraryh3lp.com: How can I search for the paper?

13:39PM 89180222853017502361143928@web.libraryh3lp.com: Oh I got it!

13:39PM 89180222853017502361143928@web.libraryh3lp.com: Thanks!!

13:39PM askandyver2@chat.libraryh3lp.com: great .. anything else?

13:40PM 89180222853017502361143928@web.libraryh3lp.com: No. thanks!

13:40PM askandyver2@chat.libraryh3lp.com: great .. have a good day

"

2/1/16 13:02,0:00:21,0:07:12,"13:02PM 19893886445610524895226287@web.libraryh3lp.com: Hello, I'm trying to find articles about theories of how people learn new things. Do you have an idea of where I should start looking?

13:02PM askandyver2@chat.libraryh3lp.com: Hello

13:02PM askandyver2@chat.libraryh3lp.com: Have you tried any databases yet?

13:03PM 19893886445610524895226287@web.libraryh3lp.com: Hi, I've tried using psychological databases, but I'm unsure of what specifically to search for. ""Learning theories"" seems too broad

13:03PM askandyver2@chat.libraryh3lp.com: That's a good start. Let me do a quick search.

13:04PM 19893886445610524895226287@web.libraryh3lp.com: Thank you!

13:07PM askandyver2@chat.libraryh3lp.com: While ""learning theory"" is indeed broad. It looks like the phrase is used as a subject heading. You may want to start with that. And then refine your search on the results page. For instance you could limit by date or document type (like scholarly journals only). You can also limit by subject. Once you find an article that seems perfect. Look closely at the full record to see similar subjects and keywords. Clicking on this could lead to more relevant material. 

13:08PM askandyver2@chat.libraryh3lp.com: Do you have a certain angle with your research? Are you focusing on task learning or a classroom setting? Do you have an age group in mind? Narrowing down your topic could also help.

13:09PM 19893886445610524895226287@web.libraryh3lp.com: Okay, great! That's very helpful. I appreciate your help!

13:09PM askandyver2@chat.libraryh3lp.com: You are welcome. You may also want to search ProQuest or Academic OneFile -- general databases.

"

6/9/16 14:52,0:00:07,0:07:13,"14:52PM 70783580121484049373300009@web.libraryh3lp.com: hi 

14:52PM askandyver2@chat.libraryh3lp.com: hi

14:52PM 70783580121484049373300009@web.libraryh3lp.com: I need a paper to download for which it seems like the library does not have access to

14:53PM 70783580121484049373300009@web.libraryh3lp.com: can you help me to get the paper from any other source 

14:53PM 70783580121484049373300009@web.libraryh3lp.com: 	Z. G. Guo, L. Q. Pan, H. M. Qiu, M. Y. Rafique, S. Zeng, ""Micromagnetic Simulation of CoFe Magnetic Nanorings: Switching Behavior in External Magnetic Field"", Advanced Materials Research, Vol. 710, pp. 80-84, 2013

14:53PM 70783580121484049373300009@web.libraryh3lp.com: this is the paper I am talking about

14:53PM askandyver2@chat.libraryh3lp.com: ok-let me double check the citation.

14:53PM 70783580121484049373300009@web.libraryh3lp.com: sure 

14:55PM askandyver2@chat.libraryh3lp.com: Yeah, we only have that journal from 2015->present, but you can get it by filling out an interlibrary loan form.  We'll find a library that has it and get a copy for you . I'll send the link in a minute

14:55PM askandyver2@chat.libraryh3lp.com: http://www.library.cmu.edu/using/requesting

14:55PM askandyver2@chat.libraryh3lp.com: You'll want to use the ILLiad service.

14:56PM 70783580121484049373300009@web.libraryh3lp.com: okay .. I am requesting for it

14:56PM askandyver2@chat.libraryh3lp.com: If you've never done it before you'll need to register, a quick process

14:56PM 70783580121484049373300009@web.libraryh3lp.com: yes, I havent done this before

14:56PM 70783580121484049373300009@web.libraryh3lp.com: can you please register me 

14:57PM askandyver2@chat.libraryh3lp.com: no-you need to register yourself.  Very easy and quick process-just want your name, address, email, dept. etc-basic demographic stuff

14:58PM 70783580121484049373300009@web.libraryh3lp.com: sure

14:58PM 70783580121484049373300009@web.libraryh3lp.com:  I am doing that

14:58PM askandyver2@chat.libraryh3lp.com: Excellent!  You should get your article in a few days

14:59PM 70783580121484049373300009@web.libraryh3lp.com: Thanks a lot

14:59PM 70783580121484049373300009@web.libraryh3lp.com: have a good day 

14:59PM askandyver2@chat.libraryh3lp.com: You're very welcome!

14:59PM askandyver2@chat.libraryh3lp.com: You, too! :-)

14:59PM 70783580121484049373300009@web.libraryh3lp.com: :)

"

7/7/15 11:54,0:00:32,0:07:18,"11:54AM 51460894169786010204528544@web.libraryh3lp.com: Does the library have copies of IEEE standards, specifically 29148?

11:55AM askandyver2@chat.libraryh3lp.com: Hi

11:56AM askandyver2@chat.libraryh3lp.com: Yes, the library should have all IEEE standards within our IEEE Xplore database.  Do you know where our research databases are listed off of the library's main web page?

11:56AM askandyver2@chat.libraryh3lp.com: I'll look for 29148 ...

11:57AM askandyver2@chat.libraryh3lp.com: 29148-2011  -  Systems and software engineering -- Life cycle processes --Requirements engineering   <-- Yes, I found it there.

11:57AM 51460894169786010204528544@web.libraryh3lp.com: okay excellent

11:58AM askandyver2@chat.libraryh3lp.com: Are you able to find IEEE Xplore okay?

11:58AM 51460894169786010204528544@web.libraryh3lp.com: at the moment I'm having some issues

11:59AM askandyver2@chat.libraryh3lp.com: Let me know if I can help.  I can at least send the standard to your andrew email address.

12:00PM 51460894169786010204528544@web.libraryh3lp.com: rhoover@alumni.cmu.edu I think

12:01PM askandyver2@chat.libraryh3lp.com: Do you by any chance have an andrew email address?  I'm forbidden by licensing restrictions to send the standard to an alumni address.  If you happen to be near campus, you're welcome to come and get a day pass.

12:02PM 51460894169786010204528544@web.libraryh3lp.com: I understand.

12:02PM 51460894169786010204528544@web.libraryh3lp.com: I'll try to come in sometime

12:02PM 51460894169786010204528544@web.libraryh3lp.com: Thank you for your help.

12:02PM askandyver2@chat.libraryh3lp.com: Glad to try.

"

5/2/17 13:53,0:00:11,0:07:23,"13:53PM 91312002882746385386821983@web.libraryh3lp.com: Hi, are the Foundations and Trends journals from Now Publishers available through the library?

13:53PM askandyver2@chat.libraryh3lp.com: hi

13:53PM askandyver2@chat.libraryh3lp.com: let me check

13:55PM askandyver2@chat.libraryh3lp.com: we have several journals with the words ""foundations and trends"" available via our eJournals

13:55PM askandyver2@chat.libraryh3lp.com: Here's a list: 

13:55PM askandyver2@chat.libraryh3lp.com:    Foundations and trends in accounting  (1554-0642)
      
from 08/01/2006 to 12/31/2006 in Academic OneFile

   Foundations and trends in communications and information theory  (1567-2190)
      
from 01/01/2004 to 01/31/2007 in Academic OneFile and General OneFile

   Foundations and trends in computer graphics and vision  (1572-2740)
      
from 07/01/2005 to 01/31/2007 in Academic OneFile and General OneFile

   Foundations and trends in databases  (1931-7883)
      
from 01/01/2007 to 04/30/2007 in Academic OneFile

   Foundations and trends in econometrics  (1551-3076)
      
from 01/01/2005 to 04/30/2005 in Academic OneFile

   Foundations and trends in electronic design automation  (1551-3939)
      
from 01/01/2006 to 01/31/2007 in Academic OneFile and General OneFile

   Foundations and trends in entrepreneurship  (1551-3114)
      
from 01/01/2006 to 01/31/2008 in Academic OneFile and General OneFile

   Foundations and trends in finance  (1567-2395)
      
from 01/01/2005 to 04/30/2006 in Academic OneFile and General OneFile

   Foundations and trends in human-computer interaction  (1551-3955)
      
from 01/01/2007 to 04/30/2007 in Academic OneFile and General OneFile

   Foundations and trends in information retrieval  (1554-0669)
      
from 11/01/2006 to 12/31/2006 in Academic OneFile

   Foundations and trends in microeconomics  (1547-9846)
      
from 01/01/2005 to 11/30/2007 in Academic OneFile and General OneFile

   Foundations and trends in networking  (1554-057X)
      
from 04/01/2006 to 04/30/2007 in Academic OneFile and General OneFile

   Foundations and trends in signal processing  (1932-8346)
      
from 01/01/2007 to 01/31/2007 in Academic OneFile

   Foundations and trends in stochastic systems  (1551-3092)
      
from 01/01/2006 to 01/31/2006 in Academic OneFile and General OneFile

   Foundations and trends in technology, information, and operations management  (1571-9545)
      
from 05/01/2005 to 08/31/2005 in Academic OneFile and General OneFile

   Foundations and trends in theoretical computer science  (1551-305X)
      
from 04/01/2005 to 12/31/2006 in Academic OneFile and General OneFile

   Foundations and trends in web science  (1555-077X)
      
from 09/01/2006 to 09/30/2006 in Academic OneFile


13:55PM askandyver2@chat.libraryh3lp.com: you can find it by going to http://library.cmu.edu/find/eJournals

13:55PM askandyver2@chat.libraryh3lp.com: typing ""foundations and trends"" and selecting the desired title

13:56PM askandyver2@chat.libraryh3lp.com: However, they are not available through the present .. most are back issues .. were you looking for recent issues?

13:57PM 91312002882746385386821983@web.libraryh3lp.com: Yes

13:57PM askandyver2@chat.libraryh3lp.com: Ah, then you probably have to borrow the article you need via ILLiad.  Or ask the librarian from your department if we can purchase current access .. though that wouldn't be immediate.  What school/college/department are you in?

13:58PM 91312002882746385386821983@web.libraryh3lp.com: I'm a grad student in the Robotics Institute

13:58PM 91312002882746385386821983@web.libraryh3lp.com: It's okay, I'll find relevant papers that I can access

13:59PM askandyver2@chat.libraryh3lp.com: Ok, I would also contact your liaison librarian .. do you know who they are?

13:59PM 91312002882746385386821983@web.libraryh3lp.com: I do not. Who should I contact?

13:59PM askandyver2@chat.libraryh3lp.com: Jill Chisnell

Computer Science, Design, Film, IDeATe, Robotics
Research Guides
+1 412 268 6330

14:00PM askandyver2@chat.libraryh3lp.com: her email is jillianc@andrew.cmu.edu

14:00PM 91312002882746385386821983@web.libraryh3lp.com: Alright, thanks a lot!

14:00PM askandyver2@chat.libraryh3lp.com: You are most welcome .. anything else?

14:01PM 91312002882746385386821983@web.libraryh3lp.com: No, that's all

14:01PM askandyver2@chat.libraryh3lp.com: ok .. have a great day

"

2/3/16 13:55,0:00:20,0:07:23,"13:55PM 75909964910342547169201659@web.libraryh3lp.com: I would like to get access to the following, and don't know how:

13:55PM 75909964910342547169201659@web.libraryh3lp.com: http://www.annualreviews.org/journal/statistics

13:55PM askandyver2@chat.libraryh3lp.com: Hi!

13:56PM askandyver2@chat.libraryh3lp.com: Let me look into this for you... one minute

13:58PM askandyver2@chat.libraryh3lp.com: Annual Reviews can be found under the research databases on the CMU homepage, going through the website should help you connect if you cannot currently

13:58PM 75909964910342547169201659@web.libraryh3lp.com: But I want to download articles. Will I be able to?

13:59PM askandyver2@chat.libraryh3lp.com: We do seem to have access to the database, but I would need to know the article to tell if it's possible to download. Do you have a particular one you are looking for?

14:00PM 75909964910342547169201659@web.libraryh3lp.com: http://www.annualreviews.org/doi/full/10.1146/annurev-statistics-010814-020335

14:03PM askandyver2@chat.libraryh3lp.com: You're right, it doesn't appear that we have a subscription for the article. You could do an Interlibrary Loan request to get a copy of it; have you ever used ILL before?

14:03PM 75909964910342547169201659@web.libraryh3lp.com: Not worth it, thank youo

"

7/19/16 9:17,0:00:38,0:07:25,"09:18AM 61198938685809657243170074@web.libraryh3lp.com: I'm Maryam Pakdaman 
Ph.D. candidate of information science 
I work on my thesis with this topic:
""Evaluation and ranking mobile library application""

Is that possible for you to inform me,
Do you have any special mobile library application for your library?
If Yes,
How I can download it on my mobile and use it?
If No,
How student can see your website on mobile?

With Best Regards,


09:18AM askandyver2@chat.libraryh3lp.com: Hi Maryam. Thanks for contacting us with your question

09:19AM askandyver2@chat.libraryh3lp.com: Let me check and see if we have a mobile app for the library. I'm fairly new and am still learning the system

09:20AM askandyver2@chat.libraryh3lp.com: One second please

09:20AM 61198938685809657243170074@web.libraryh3lp.com: Thank you

09:20AM 61198938685809657243170074@web.libraryh3lp.com: Ok

09:22AM askandyver2@chat.libraryh3lp.com: Okay, I did find this section on the library's website that covers mobile apps: http://library.cmu.edu/research/tools

09:22AM askandyver2@chat.libraryh3lp.com: However, it looks like these are all additional tools outside of the library as opposed to a mobile app for the library itself.

09:22AM askandyver2@chat.libraryh3lp.com: I am checking with the circulation desk to see if there is any additional information on this

09:26AM 61198938685809657243170074@web.libraryh3lp.com: and you have Browzin in this link

09:26AM 61198938685809657243170074@web.libraryh3lp.com: http://www.library.cmu.edu/research/tools/browzine

"

6/19/17 13:27,0:00:16,0:07:28,"13:27PM 73262260190918711610105426@web.libraryh3lp.com: Hi. I want to borrow a book named unix internals by uresh vahalia, but i cant find how to reserve it.

13:27PM askandyver2@chat.libraryh3lp.com: hi

13:28PM askandyver2@chat.libraryh3lp.com: is it checked out?

13:28PM 73262260190918711610105426@web.libraryh3lp.com: No. The status shows available

13:28PM 73262260190918711610105426@web.libraryh3lp.com: copy 1 is available

13:28PM askandyver2@chat.libraryh3lp.com: You can only hold an item that is checked out or in Off-site.  So you'll need to go to the library to get it.

13:29PM 73262260190918711610105426@web.libraryh3lp.com: How can i find its location?

13:30PM askandyver2@chat.libraryh3lp.com: it should be one of the tabs in the record.. what is the title?  I can look it up

13:30PM 73262260190918711610105426@web.libraryh3lp.com: unix internals 

13:30PM 73262260190918711610105426@web.libraryh3lp.com: by uresh vahalia

13:31PM askandyver2@chat.libraryh3lp.com: Engineering & Science Library - STACKS
Call Number:	QA76.76 .O63 V33 1996
Copy 1	
Available


13:31PM 73262260190918711610105426@web.libraryh3lp.com: Do i give this number at the desk and ask for it, or can you tell the process

13:32PM askandyver2@chat.libraryh3lp.com: If you don't know how the call number system works, someone at the desk can help you find it on the shelf, no worries.

13:33PM 73262260190918711610105426@web.libraryh3lp.com: Thank you.

13:34PM askandyver2@chat.libraryh3lp.com: most welcome .. know where the library is?

13:34PM 73262260190918711610105426@web.libraryh3lp.com: wean hall

13:34PM 73262260190918711610105426@web.libraryh3lp.com: if i am not wrong

13:34PM askandyver2@chat.libraryh3lp.com: yes. forth floor

13:35PM 73262260190918711610105426@web.libraryh3lp.com: Ok. Thank you very much.

13:35PM askandyver2@chat.libraryh3lp.com: you're welcome .. have a gr8 day

"

2/16/17 13:15,0:00:06,0:07:32,"13:15PM 48951378766465336362676760@web.libraryh3lp.com: Good afternoon

13:16PM askandyver2@chat.libraryh3lp.com: Hi

13:16PM 48951378766465336362676760@web.libraryh3lp.com: I am looking for the book titled ""Fundamentals of Brain Network Analysis""

13:16PM 48951378766465336362676760@web.libraryh3lp.com: I found a link of this book

13:16PM 48951378766465336362676760@web.libraryh3lp.com: on ebrary but I am unable to download it

13:16PM 48951378766465336362676760@web.libraryh3lp.com: can you please help me

13:17PM askandyver2@chat.libraryh3lp.com: One can find links to lots of e-books, but the key is, did the libraries buy it so you have the right to access the material?  You can find that out by checking our catalog, just like a regular book.  I'll check for you.

13:17PM 48951378766465336362676760@web.libraryh3lp.com: ok

13:20PM askandyver2@chat.libraryh3lp.com: Do you have an author by any chance?  we should have access to the e-book ""Fundamental of Brain Network Analysis,""  (though someone is using at this time), but we don't have access to ""Fundamentals of Brain Network Analysis"" (not fundamentals is pleural here, singular in the other, and they have different authors/editors).

13:20PM 48951378766465336362676760@web.libraryh3lp.com: One of the author is Alex Fornito

13:21PM askandyver2@chat.libraryh3lp.com: OK-this is it-http://vufind.library.cmu.edu/vufind/Record/1757717

13:22PM askandyver2@chat.libraryh3lp.com: But note that it is one user at a time, and someone is currently using it.  When available, one should be able to click on the URL (click on the words single user) and be taken to the text of the book. 

13:22PM 48951378766465336362676760@web.libraryh3lp.com: oh alright thanks 

13:22PM 48951378766465336362676760@web.libraryh3lp.com: I will check back later then 

13:23PM askandyver2@chat.libraryh3lp.com: There's no way of telling when this book will be free, so yeah, you'll just have to check back later.

13:23PM 48951378766465336362676760@web.libraryh3lp.com: Thank you and good day .

13:23PM askandyver2@chat.libraryh3lp.com: You're very welcome, and you have a good day as well! :-)

"

1/26/17 14:44,0:00:08,0:07:32,"14:44PM 54316190123202618298734753@web.libraryh3lp.com: Hi, I'm trying to get an e-book (http://vufind.library.cmu.edu/vufind/Record/1389846) but when I click on the button it says ""Access denied.""

14:44PM askandyver2@chat.libraryh3lp.com: Hi

14:44PM askandyver2@chat.libraryh3lp.com: Let me check into this

14:45PM 54316190123202618298734753@web.libraryh3lp.com: okay thanks!

14:46PM 54316190123202618298734753@web.libraryh3lp.com: maybe i need to be connected to a vpn?.. 

14:46PM askandyver2@chat.libraryh3lp.com: No, I can't get in either and I'm on the CMU IP range.  I'm trying to see if I can get in another way

14:49PM askandyver2@chat.libraryh3lp.com: I tested other books and they come up.  then I went through the list of books, and this title doesn't appear there.

14:49PM askandyver2@chat.libraryh3lp.com: http://cognet.mit.edu/books?page=13

14:50PM 54316190123202618298734753@web.libraryh3lp.com: Hmm maybe it's no longer available

14:51PM askandyver2@chat.libraryh3lp.com: Here's the T part of the books under Neuroscience.  http://cognet.mit.edu/books/299?page=8  It's possible that they have removed the list from the database.  In order to verify that, we'd need to contact the vendor.  We often aren't told when e-books are removed from collections (or even when they are added!)

14:52PM 54316190123202618298734753@web.libraryh3lp.com: Okay, I see. I'll see if I can get a physical copy. Thanks anyway!

"

1/21/16 15:39,0:00:16,0:07:36,"15:39PM 24005736904295390211317480@web.libraryh3lp.com: Hi, if a book's call number is PR5774 .T5 2009, which library is it located at?  Or how can I learn about the location of a book?

15:39PM askandyver2@chat.libraryh3lp.com: hi

15:40PM askandyver2@chat.libraryh3lp.com: if you look it up in our catalog - you'll see the location at the bottom of the page.  

